,URN,LA,GENDER,RELCHAR,PNORG,PNORB,PSENELSE,PSENELK,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSMEVER,PNUMFSM,PERCTOT,PPERSABS10,TPUP,P8PUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,EBACCAPS,PTL2BASICS_94,PTL2BASICS_95,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING,OVERALL_DESTPER,NOT_SUSTAINEDPER,UNKNOWNPER,OVERALL_DESTPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,Rating
332,102852,317,Girls,Does not apply,100.0,0.0,0.0,1.6,57.9,42.0,0.1,9.5,5.009107468123862,4.3,8.5,120.0,112,78.7,1.17,0.93,1.41,7.74,100.0%,100.0%,98.3%,97.5%,90.8%,100.0%,1,100%,0%,0%,100%,0%,0%,Outstanding
335,102857,317,Mixed,Does not apply,47.4,52.6,2.1,6.5,78.4,21.4,0.2,24.5,14.012738853503185,3.8,6.9,174.0,159,53.7,0.5,0.3,0.69,4.78,78.7%,58.0%,51.1%,43.7%,31.6%,77.0%,1,96%,4%,0%,92%,8%,0%,Outstanding
337,102860,317,Mixed,Roman Catholic,50.8,49.2,1.8,4.5,12.0,87.9,0.1,11.1,6.892523364485981,3.9,5.7,242.0,230,58.9,0.51,0.34,0.68,5.04,86.0%,67.8%,27.3%,23.6%,21.5%,83.5%,1,98%,1%,1%,100%,0%,0%,Outstanding
338,102861,317,Mixed,Jewish,47.2,52.8,1.6,7.4,40.0,60.0,0.0,29.5,18.690702087286528,6.0,17.5,175.0,158,48.4,0.07,-0.13,0.27,4.31,68.6%,46.3%,47.4%,34.9%,26.3%,66.3%,3,93%,5%,2%,87%,13%,0%,Good
342,102878,317,Mixed,Does not apply,32.3,67.7,99.4,0.6,49.7,50.3,0.0,40.4,28.387096774193548,8.4,27.7,23.0,22,0.6,-1.47,-2,-0.93,0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,100%,0%,0%,100%,0%,0%,Good
344,102929,318,Mixed,Church of England,40.0,60.0,4.0,5.8,17.3,82.5,0.2,21.9,10.786516853932584,5.4,13,149.0,129,51.7,0.13,-0.09,0.36,4.55,74.5%,53.0%,47.0%,36.9%,23.5%,69.1%,3,92%,6%,2%,83%,14%,3%,Good
357,103009,319,Boys,Roman Catholic,0.0,100.0,1.6,14.5,17.3,82.5,0.3,14.0,6.019766397124888,5.2,11.1,154.0,151,54.5,0.23,0.03,0.44,4.95,87.7%,66.2%,58.4%,33.1%,18.8%,81.2%,2,99%,1%,0%,100%,0%,0%,Good
358,103013,319,Girls,Roman Catholic,100.0,0.0,0.9,12.5,25.0,75.0,0.0,12.8,8.481824661439772,3.2,4.1,202.0,196,61.1,0.85,0.67,1.03,5.65,85.1%,63.9%,79.7%,66.3%,50.5%,83.7%,1,97%,2%,1%,96%,4%,0%,Outstanding
362,103080,320,Mixed,None,48.4,51.6,2.7,17.1,62.4,37.6,0.0,38.1,19.680111265646733,5.2,12.2,140.0,124,42.3,-0.01,-0.24,0.21,3.7,62.1%,39.3%,35.7%,12.9%,7.9%,47.9%,3,91%,5%,4%,90%,8%,2%,Good
363,103094,320,Mixed,Does not apply,33.9,66.1,5.6,21.8,41.9,58.1,0.0,38.8,18.311533888228297,5.3,15.6,161.0,149,45.1,0.11,-0.1,0.32,4.05,60.9%,42.9%,83.2%,36.6%,25.5%,57.8%,3,96%,4%,0%,96%,4%,0%,Good
365,103097,320,Mixed,Does not apply,48.2,51.8,2.2,12.6,31.6,68.4,0.0,39.3,18.831734960767218,6.6,18.6,152.0,149,45.4,-0.11,-0.31,0.1,3.9,69.1%,43.4%,20.4%,11.8%,6.6%,63.8%,3,98%,2%,0%,95%,5%,0%,Good
366,103100,320,Mixed,Does not apply,38.0,62.0,2.3,11.4,41.2,58.8,0.0,38.6,19.859813084112147,5.8,15.8,153.0,144,47.9,0.22,0.01,0.43,4.22,67.3%,42.5%,58.8%,30.1%,17.0%,64.1%,2,97%,1%,2%,100%,0%,0%,Good
367,103101,320,Mixed,Does not apply,41.9,58.1,1.2,12.7,51.2,48.8,0.0,34.2,16.666666666666664,5.0,13.7,153.0,127,43.9,-0.11,-0.34,0.11,3.82,59.5%,43.8%,39.9%,16.3%,9.8%,51.0%,3,98%,2%,0%,95%,5%,0%,Good
368,103103,320,Girls,Does not apply,100.0,0.0,0.8,12.0,25.4,74.6,0.0,32.7,16.459977452085685,4.9,11.3,173.0,168,55.5,0.63,0.44,0.82,5.03,79.2%,54.3%,53.8%,36.4%,28.3%,76.9%,1,94%,5%,2%,90%,6%,3%,Outstanding
369,103105,320,Mixed,Does not apply,37.4,62.6,1.0,11.0,47.6,52.3,0.1,37.8,16.58711217183771,6.4,19,162.0,145,38.7,-0.36,-0.57,-0.15,3.17,45.1%,23.5%,27.2%,13.6%,8.0%,42.0%,4,95%,4%,1%,95%,4%,1%,Good
370,103106,320,Mixed,Roman Catholic,48.5,51.5,1.5,11.4,40.7,59.3,0.0,32.1,11.579818031430934,4.2,9.5,172.0,161,51,0.37,0.17,0.57,4.38,68.0%,52.3%,18.6%,14.5%,9.9%,66.3%,2,96%,3%,1%,92%,8%,0%,Good
375,103483,330,Girls,Does not apply,100.0,0.0,0.7,11.9,57.1,42.8,0.1,44.9,20.133333333333333,5.0,10.6,147.0,142,50.7,0.73,0.52,0.94,4.56,66.0%,40.1%,75.5%,47.6%,29.9%,63.9%,1,93%,6%,1%,94%,6%,0%,Good
378,103497,330,Mixed,Does not apply,43.0,57.0,3.6,20.8,34.6,65.3,0.1,37.8,20.114942528735632,4.2,8.3,166.0,159,51.5,0.49,0.29,0.69,4.37,72.9%,51.8%,25.3%,18.7%,14.5%,69.9%,2,93%,5%,2%,90%,7%,3%,Outstanding
379,103498,330,Girls,Does not apply,100.0,0.0,0.6,12.6,77.2,22.2,0.6,54.1,34.941520467836256,4.7,11.9,134.0,128,47.4,0.52,0.29,0.74,4.23,60.4%,34.3%,69.4%,29.9%,15.7%,60.4%,1,96%,3%,1%,95%,5%,0%,Outstanding
380,103499,330,Girls,Does not apply,100.0,0.0,0.7,12.5,10.0,89.8,0.2,50.5,31.743421052631575,5.5,14.5,94.0,85,42.2,0,-0.27,0.27,3.58,62.8%,42.6%,36.2%,18.1%,11.7%,56.4%,3,90%,8%,2%,88%,11%,1%,Good
381,103500,330,Boys,Does not apply,0.0,100.0,1.4,19.6,9.1,90.4,0.5,46.4,31.124807395993837,6.8,19.1,106.0,101,37.9,-0.48,-0.73,-0.23,2.96,47.2%,25.5%,9.4%,3.8%,0.9%,44.3%,4,90%,9%,1%,87%,13%,0%,Inadequate
382,103501,330,Boys,Does not apply,0.0,100.0,1.5,12.7,24.9,75.1,0.0,34.5,17.77434312210201,4.3,8.9,124.0,120,50.8,0.26,0.04,0.49,4.57,75.0%,46.8%,41.1%,30.6%,21.0%,65.3%,2,90%,9%,2%,93%,8%,0%,Outstanding
384,103509,330,Mixed,Does not apply,55.0,45.0,2.0,17.0,83.9,16.1,0.0,71.2,48.4182776801406,5.0,11.8,181.0,172,38.7,-0.07,-0.26,0.13,3.13,43.6%,18.2%,15.5%,4.4%,1.7%,42.0%,3,89%,9%,2%,90%,7%,3%,Requires Improvement
387,103522,330,Mixed,Does not apply,45.1,54.9,0.5,11.6,11.3,88.7,0.0,43.8,23.741007194244602,7.1,19.4,157.0,153,40.3,-0.47,-0.68,-0.27,3.5,57.3%,30.6%,51.0%,9.6%,5.1%,45.9%,4,91%,9%,0%,87%,13%,0%,Requires Improvement
388,103529,330,Mixed,Does not apply,45.8,54.2,3.7,26.8,7.6,92.4,0.0,77.4,48.87005649717514,6.4,19.9,58.0,57,36.3,-0.48,-0.81,-0.14,2.72,53.4%,19.0%,5.2%,0.0%,0.0%,46.6%,4,86%,11%,2%,86%,14%,0%,Inadequate
389,103531,330,Girls,Roman Catholic,100.0,0.0,0.7,18.5,44.4,55.5,0.1,37.8,17.737003058103976,3.5,7.1,159.0,150,59.4,1.14,0.94,1.35,5.26,81.8%,71.1%,48.4%,40.9%,33.3%,81.8%,1,98%,3%,0%,96%,4%,0%,Outstanding
390,103534,330,Mixed,Roman Catholic,37.8,62.2,0.5,26.6,65.6,34.4,0.0,54.8,32.78955954323002,5.7,17.1,108.0,94,47,0.82,0.56,1.08,3.94,52.8%,29.6%,25.9%,13.9%,5.6%,51.9%,1,89%,3%,8%,89%,3%,8%,Good
391,103537,330,Mixed,Roman Catholic,46.7,53.3,0.7,12.0,21.9,77.6,0.5,48.4,27.281746031746028,6.5,18.2,166.0,152,42.4,-0.18,-0.38,0.02,3.55,56.6%,34.9%,8.4%,4.8%,3.0%,53.6%,3,93%,6%,1%,93%,7%,0%,Good
392,103538,330,Mixed,Roman Catholic,44.2,55.8,0.5,15.7,62.1,36.1,1.8,56.7,44.08427876823339,5.1,13.7,118.0,109,42.9,0.35,0.11,0.59,3.4,57.6%,33.9%,14.4%,10.2%,6.8%,55.1%,2,90%,6%,4%,92%,7%,2%,Good
393,103539,330,Mixed,Roman Catholic,51.3,48.7,0.5,10.6,23.0,77.0,0.0,56.1,38.10289389067524,4.3,8.2,113.0,81,42.1,0.08,-0.2,0.36,3.74,58.4%,25.7%,46.9%,21.2%,10.6%,54.0%,3,91%,6%,3%,89%,8%,3%,Good
394,103541,330,Mixed,Roman Catholic,49.4,50.6,0.7,9.3,23.9,76.1,0.0,44.0,24.22945205479452,5.4,14.7,204.0,183,42.6,-0.14,-0.32,0.05,3.41,55.4%,33.8%,21.1%,11.3%,5.9%,52.0%,3,93%,5%,3%,90%,7%,3%,Good
395,103560,330,Mixed,Roman Catholic,45.1,54.9,1.6,9.8,11.5,88.5,0.1,28.8,15.74608408903545,4.9,11.2,202.0,199,56.5,0.6,0.42,0.78,4.83,79.7%,59.4%,34.7%,32.7%,28.2%,77.2%,1,95%,4%,1%,92%,5%,3%,Good
396,103562,330,Boys,None,0.0,100.0,1.3,15.4,8.3,91.4,0.3,29.6,15.445859872611464,5.8,16.5,114.0,109,49.6,0.1,-0.14,0.34,4.39,72.8%,47.4%,57.0%,27.2%,18.4%,64.0%,3,94%,5%,1%,91%,9%,0%,Good
397,103563,330,Mixed,None,50.0,50.0,1.5,12.1,3.2,96.5,0.4,44.9,24.729241877256317,7.8,23.7,196.0,194,38.2,-0.46,-0.64,-0.28,3.38,51.0%,19.9%,19.9%,13.8%,5.6%,45.9%,4,92%,7%,1%,86%,11%,3%,Good
412,103606,330,Mixed,Does not apply,13.0,87.0,100.0,0.0,11.5,88.5,0.0,53.5,42.74809160305343,10.4,18.2,18.0,18,4,-1.93,-2.52,-1.34,0.29,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,100%,0%,0%,100%,0%,0%,Good
415,103613,330,Mixed,Does not apply,32.2,67.8,100.0,0.0,15.3,84.7,0.0,63.5,49.597855227882036,8.3,26.1,56.0,56,1.9,-1.76,-2.1,-1.43,0.23,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,92%,5%,3%,89%,8%,3%,Good
417,103616,330,Mixed,Does not apply,29.1,70.9,99.6,0.4,22.2,69.7,8.1,67.1,53.84615384615385,8.9,28.4,30.0,29,5.7,-1.17,-1.63,-0.7,0.38,3.3%,0.0%,0.0%,0.0%,0.0%,0.0%,5,91%,9%,0%,88%,12%,0%,Inadequate
424,103742,331,Mixed,Roman Catholic,53.6,46.4,1.0,9.9,26.7,73.2,0.1,28.2,12.410986775178026,4.1,8.9,164.0,157,52.3,0.25,0.05,0.45,4.82,75.0%,53.7%,78.7%,48.2%,35.4%,72.0%,2,93%,6%,1%,89%,8%,3%,Good
425,103743,331,Mixed,Roman Catholic,49.6,50.4,0.8,11.4,28.1,71.9,0.0,28.0,14.600760456273765,5.5,14,207.0,204,46.9,0.03,-0.15,0.2,3.73,69.6%,52.7%,22.2%,16.4%,9.2%,66.7%,3,93%,7%,1%,81%,16%,3%,Good
431,103854,332,Mixed,Does not apply,50.9,49.1,1.6,9.6,1.6,98.0,0.4,10.4,4.658077304261645,4.9,12.5,197.0,197,50,0.2,0.03,0.38,4.4,74.1%,52.3%,39.1%,31.0%,19.8%,69.5%,2,97%,3%,0%,100%,0%,0%,Good
432,103855,332,Mixed,Does not apply,52.4,47.6,1.4,13.7,1.4,98.6,0.0,26.7,13.398402839396628,5.2,14.1,210.0,207,43.1,-0.35,-0.52,-0.17,3.66,54.3%,33.8%,38.1%,21.4%,11.9%,49.5%,4,95%,3%,2%,86%,9%,5%,Good
433,103858,332,Mixed,Does not apply,51.7,48.3,0.8,16.3,1.7,98.3,0.0,32.1,18.88745148771022,5.1,14.7,140.0,140,42.2,-0.2,-0.42,0.01,3.44,60.0%,30.0%,10.7%,8.6%,6.4%,51.4%,3,91%,9%,0%,83%,17%,0%,Good
436,103877,332,Mixed,Does not apply,30.8,69.2,98.7,1.3,4.5,95.5,0.0,57.1,48.07692307692308,10.8,29.4,29.0,28,2.8,-1.47,-1.94,-0.99,0.25,3.4%,3.4%,0.0%,0.0%,0.0%,3.4%,5,83%,17%,0%,72%,28%,0%,Good
442,104012,333,Mixed,Does not apply,46.0,54.0,0.7,7.9,12.5,78.0,9.5,30.9,14.482126489459212,4.1,8.8,214.0,209,45.7,-0.11,-0.28,0.06,3.9,66.4%,40.2%,41.1%,21.0%,11.2%,61.7%,3,94%,3%,2%,85%,8%,7%,Good
443,104018,333,Mixed,None,45.6,54.4,0.8,10.1,58.6,41.2,0.3,41.5,21.25506072874494,5.5,14.1,259.0,224,37.1,-0.43,-0.6,-0.26,2.96,39.0%,20.5%,9.3%,5.0%,2.7%,36.3%,4,93%,4%,3%,92%,7%,1%,Good
444,104019,333,Mixed,Church of England,48.1,51.9,4.2,18.3,6.9,93.0,0.1,37.1,21.59383033419023,4.6,12,216.0,210,45,0.07,-0.1,0.25,3.7,55.6%,32.4%,19.9%,7.9%,3.2%,54.2%,3,92%,8%,0%,84%,16%,0%,Good
445,104020,333,Mixed,Roman Catholic,49.1,50.9,1.4,9.7,17.6,82.4,0.0,41.0,17.727272727272727,5.3,12.9,141.0,134,42.5,-0.18,-0.4,0.03,3.47,62.4%,36.9%,5.7%,4.3%,2.8%,49.6%,3,90%,10%,1%,87%,12%,1%,Inadequate
455,104248,335,Mixed,None,51.2,48.8,2.5,12.0,2.5,97.4,0.1,52.3,30.057803468208093,7.2,17.6,107.0,106,39.5,-0.42,-0.66,-0.17,3.28,45.8%,25.2%,5.6%,5.6%,2.8%,41.1%,4,90%,10%,0%,88%,12%,0%,Good
456,104255,335,Mixed,Roman Catholic,50.3,49.7,1.3,6.3,12.0,88.0,0.0,18.8,8.35680751173709,5.7,14.1,170.0,165,47.9,-0.21,-0.4,-0.01,3.75,72.9%,47.6%,10.6%,8.2%,5.3%,68.8%,4,97%,3%,0%,97%,3%,0%,Good
457,104259,335,Mixed,Roman Catholic,48.9,51.1,1.1,7.1,26.8,73.2,0.0,42.4,20.238095238095237,5.6,14.6,238.0,229,40,-0.4,-0.57,-0.23,3.17,49.6%,27.3%,13.4%,4.2%,3.8%,42.9%,4,96%,4%,0%,92%,8%,0%,Good
460,104269,335,Mixed,Does not apply,35.4,64.6,100.0,0.0,13.3,86.7,0.0,70.0,54.43037974683544,7.2,21.5,17.0,17,0.5,-1.59,-2.2,-0.98,0.07,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,100%,0%,0%,100%,0%,0%,Outstanding
463,104387,336,Mixed,Does not apply,48.9,51.1,2.4,30.4,33.8,65.7,0.5,56.4,33.55350066050198,5.9,17.7,115.0,82,36.7,-0.02,-0.3,0.26,3.15,43.5%,15.7%,73.0%,12.2%,5.2%,35.7%,3,79%,16%,5%,75%,18%,7%,Good
464,104395,336,Mixed,Does not apply,45.2,54.8,1.2,15.9,73.0,27.0,0.0,50.1,28.706624605678233,5.9,19.2,151.0,114,41.1,0.25,0.02,0.49,3.69,53.0%,25.8%,38.4%,23.8%,11.9%,51.7%,2,88%,8%,5%,78%,16%,7%,Good
472,104498,340,Mixed,Does not apply,28.8,71.2,100.0,0.0,0.0,100.0,0.0,61.6,46.57534246575342,10.7,31.3,22.0,22,1.6,-2.23,-2.77,-1.7,0.07,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,85%,15%,0%,81%,19%,0%,Outstanding
473,104688,341,Girls,Does not apply,100.0,0.0,0.1,9.8,25.6,74.4,0.0,56.9,40.3680981595092,6.4,12.6,118.0,112,44.9,-0.02,-0.26,0.22,4.07,64.4%,46.6%,43.2%,30.5%,20.3%,59.3%,3,95%,5%,0%,92%,8%,0%,Good
474,104692,341,Mixed,Does not apply,43.2,56.8,1.3,21.7,5.3,94.7,0.0,55.1,30.59418457648546,9.1,31.2,134.0,131,37.5,-0.83,-1.05,-0.61,3.34,45.5%,23.9%,57.5%,24.6%,11.2%,41.8%,5,91%,9%,1%,89%,11%,0%,Inadequate
477,104698,341,Mixed,Does not apply,39.4,60.6,0.5,12.0,18.2,81.3,0.5,38.7,18.513420509291123,6.5,14.3,237.0,221,42.4,-0.22,-0.39,-0.05,3.89,55.7%,32.5%,52.7%,24.5%,15.2%,52.3%,4,96%,4%,0%,96%,4%,0%,Requires Improvement
479,104703,341,Mixed,Jewish,50.0,50.0,1.5,13.3,6.1,93.9,0.0,9.6,3.4916201117318435,4.3,8,95.0,94,55.8,0.52,0.26,0.78,4.86,85.3%,68.4%,23.2%,20.0%,13.7%,78.9%,1,99%,1%,0%,86%,14%,0%,Outstanding
480,104705,341,Girls,Church of England,99.8,0.2,1.3,10.4,13.0,86.9,0.1,25.3,13.620071684587815,2.9,5.1,133.0,131,56.6,0.71,0.49,0.93,5.16,80.5%,60.9%,78.9%,50.4%,36.1%,74.4%,1,98%,1%,1%,96%,4%,0%,Outstanding
481,104706,341,Mixed,Roman Catholic,54.4,45.6,0.2,20.9,7.5,92.5,0.0,60.5,34.48687350835322,6.4,16.2,149.0,149,40.2,-0.44,-0.65,-0.24,3.35,52.3%,28.2%,18.8%,12.8%,8.1%,47.0%,4,87%,12%,1%,82%,16%,2%,Requires Improvement
482,104712,341,Girls,Roman Catholic,99.8,0.2,0.6,9.1,2.9,97.1,0.0,31.9,16.03960396039604,5.3,12.3,165.0,164,46.7,-0.08,-0.27,0.12,3.8,72.1%,41.2%,44.2%,25.5%,13.3%,69.1%,3,94%,5%,1%,88%,10%,2%,Good
483,104713,341,Girls,Roman Catholic,100.0,0.0,0.2,11.3,5.1,94.9,0.1,38.3,16.638078902229847,5.2,14,195.0,192,47.6,0.02,-0.16,0.2,4.04,64.1%,38.5%,30.8%,21.5%,12.3%,61.0%,3,95%,5%,0%,94%,6%,0%,Requires Improvement
484,104714,341,Boys,Roman Catholic,0.0,100.0,0.7,19.4,2.6,97.4,0.0,36.0,21.292775665399237,6.0,13.8,232.0,227,42.8,-0.23,-0.4,-0.06,3.28,59.5%,29.3%,6.0%,3.9%,3.0%,57.3%,4,93%,6%,1%,87%,12%,1%,Requires Improvement
485,104715,341,Girls,Roman Catholic,99.6,0.4,0.2,12.9,9.4,90.6,0.0,52.7,33.11258278145696,5.9,14.7,119.0,109,46.6,0.19,-0.05,0.43,3.84,59.7%,37.8%,52.1%,31.1%,23.5%,58.0%,3,92%,8%,0%,90%,10%,0%,Good
486,104717,341,Mixed,Roman Catholic,43.9,56.1,0.5,14.6,4.3,95.7,0.1,34.7,17.617021276595747,5.5,12.5,166.0,166,41.4,-0.42,-0.61,-0.22,3.29,50.6%,24.7%,28.3%,19.3%,12.0%,45.2%,4,89%,10%,1%,77%,23%,0%,Requires Improvement
496,104827,342,Mixed,Does not apply,49.8,50.2,2.0,22.8,2.5,97.5,0.0,35.2,19.801980198019802,6.0,16.2,106.0,103,45.1,0.21,-0.04,0.45,3.55,50.0%,28.3%,11.3%,5.7%,5.7%,49.1%,3,97%,3%,0%,97%,3%,0%,Inadequate
498,104833,342,Mixed,Roman Catholic,49.9,50.1,0.9,9.9,7.0,93.0,0.0,47.7,28.205128205128204,8.0,21.7,112.0,107,39.2,-0.54,-0.78,-0.29,3.11,57.1%,30.4%,24.1%,9.8%,0.9%,51.8%,5,86%,13%,1%,80%,20%,0%,Inadequate
499,104834,342,Mixed,Roman Catholic,49.9,50.1,2.0,15.7,2.0,98.0,0.0,19.5,10.594315245478036,4.9,11.1,226.0,223,45.8,-0.27,-0.43,-0.1,3.88,69.0%,47.8%,43.8%,25.2%,11.5%,60.2%,4,95%,5%,0%,86%,14%,0%,Requires Improvement
500,104835,342,Mixed,Roman Catholic,49.1,50.9,0.9,13.6,3.6,96.4,0.0,52.5,28.132678132678134,5.7,14.7,125.0,121,39.1,-0.76,-0.99,-0.53,3.32,57.6%,30.4%,23.2%,8.8%,3.2%,50.4%,5,87%,10%,3%,83%,12%,5%,Good
504,104956,343,Mixed,Does not apply,42.9,57.1,3.2,10.9,6.3,93.7,0.0,27.8,15.449101796407186,5.4,14.7,154.0,153,43.2,-0.04,-0.25,0.16,3.82,61.7%,33.8%,57.1%,16.9%,9.1%,52.6%,3,92%,7%,1%,84%,14%,2%,Outstanding
505,104959,343,Mixed,Roman Catholic,53.3,46.7,0.5,23.0,5.0,95.0,0.0,57.2,37.357630979498865,7.2,15.2,84.0,83,35.8,-0.86,-1.13,-0.58,2.64,32.1%,11.9%,32.1%,17.9%,7.1%,29.8%,5,87%,12%,1%,79%,20%,1%,Inadequate
506,104960,343,Mixed,Roman Catholic,51.5,48.5,0.4,5.7,2.2,97.8,0.0,19.7,9.293394777265746,5.4,12,238.0,233,43.6,-0.57,-0.73,-0.4,3.57,58.8%,32.4%,16.8%,8.4%,3.8%,53.4%,5,97%,3%,0%,96%,4%,0%,Requires Improvement
509,104964,343,Mixed,Roman Catholic,47.0,53.0,0.2,6.0,14.5,85.3,0.2,25.8,12.380038387715931,5.1,13.8,176.0,168,48.9,-0.13,-0.33,0.06,4.24,70.5%,47.2%,22.7%,16.5%,13.6%,67.6%,3,95%,5%,1%,84%,16%,0%,Requires Improvement
515,104980,343,Mixed,Does not apply,42.8,57.2,100.0,0.0,2.9,97.1,0.0,52.9,42.028985507246375,7.0,23.9,34.0,34,1.6,-1.61,-2.04,-1.17,0.09,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,97%,3%,0%,93%,7%,0%,Good
518,105097,344,Mixed,None,38.6,61.4,2.5,24.8,6.0,94.0,0.0,51.4,34.468664850136236,7.1,17.7,137.0,135,41.7,-0.07,-0.29,0.15,3.06,40.1%,19.0%,32.8%,8.8%,5.1%,38.0%,3,89%,9%,2%,86%,13%,2%,Requires Improvement
519,105101,344,Mixed,Does not apply,47.8,52.2,0.4,13.0,1.3,98.7,0.0,24.7,14.285714285714285,5.1,11,94.0,89,47.4,0.34,0.08,0.61,3.87,67.0%,34.0%,4.3%,4.3%,3.2%,66.0%,2,97%,3%,0%,97%,3%,0%,Good
520,105103,344,Boys,Does not apply,0.1,99.9,0.7,32.1,2.0,98.0,0.0,42.5,23.04832713754647,6.9,16.4,160.0,159,37.2,-0.97,-1.17,-0.77,3.04,45.0%,20.0%,21.9%,6.9%,4.4%,41.9%,5,93%,7%,1%,89%,11%,0%,Good
521,105106,344,Mixed,None,25.6,74.4,3.0,20.0,4.7,95.2,0.1,49.8,31.753554502369667,6.5,19.6,161.0,161,36.3,-0.43,-0.62,-0.23,3.03,39.8%,16.8%,37.9%,6.8%,1.9%,37.9%,4,94%,6%,1%,91%,7%,1%,Requires Improvement
522,105107,344,Mixed,None,45.6,54.4,0.6,15.4,3.3,96.7,0.0,34.5,19.953325554259045,6.7,19.8,136.0,132,40.9,-0.1,-0.32,0.12,3.36,53.7%,27.2%,19.9%,8.8%,5.1%,47.8%,3,95%,4%,1%,90%,8%,2%,Requires Improvement
529,105135,203,Mixed,Roman Catholic,44.1,55.9,1.8,13.2,35.0,60.4,4.6,38.7,13.74685666387259,4.9,11.9,240.0,228,45.1,-0.04,-0.21,0.12,3.9,64.6%,43.8%,72.9%,20.8%,9.6%,59.2%,3,96%,4%,1%,93%,6%,1%,Good
531,105252,350,Mixed,Does not apply,47.8,52.2,1.5,19.7,2.9,97.1,0.0,27.4,14.548802946593002,5.4,14.1,164.0,160,41.7,-0.49,-0.69,-0.29,3.52,55.5%,35.4%,14.6%,9.8%,6.7%,50.6%,4,93%,7%,0%,79%,21%,0%,Good
532,105253,350,Mixed,Does not apply,49.6,50.4,1.4,7.5,4.5,95.5,0.0,22.1,9.35064935064935,4.9,12.9,235.0,230,46.9,-0.23,-0.39,-0.06,4.06,65.1%,40.4%,37.0%,25.1%,16.2%,61.3%,4,96%,4%,0%,89%,11%,0%,Good
533,105262,350,Mixed,Roman Catholic,48.6,51.4,2.5,5.1,3.4,96.6,0.0,19.8,9.007981755986318,5.2,14.4,162.0,159,42.9,-0.72,-0.92,-0.52,3.59,63.6%,36.4%,14.8%,9.9%,7.4%,51.2%,5,98%,2%,0%,95%,5%,0%,Requires Improvement
534,105263,350,Mixed,Roman Catholic,44.2,55.8,3.2,17.9,40.5,59.5,0.0,40.4,22.86348501664817,6.4,17.4,170.0,164,42.1,-0.2,-0.4,-0.01,3.66,48.8%,31.8%,37.1%,26.5%,18.2%,46.5%,4,94%,6%,0%,90%,10%,0%,Good
540,105277,350,Mixed,Does not apply,36.8,63.2,99.2,0.8,13.6,86.4,0.0,55.9,37.60330578512397,7.1,23.1,31.0,29,1.1,-1.68,-2.15,-1.22,0.03,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,96%,4%,0%,100%,0%,0%,Outstanding
543,105354,351,Mixed,Does not apply,49.3,50.7,3.2,13.1,7.4,92.6,0.0,23.8,13.398058252427184,4.8,10.3,193.0,189,46.4,-0.17,-0.35,0.01,4.07,66.8%,36.8%,34.2%,28.5%,19.2%,62.2%,3,92%,8%,0%,83%,17%,0%,Good
544,105355,351,Mixed,Does not apply,49.4,50.6,2.7,12.7,46.6,53.4,0.0,37.3,23.734177215189874,5.8,14.5,170.0,159,46.4,0.3,0.1,0.5,4.15,63.5%,40.6%,52.4%,30.0%,21.2%,61.2%,2,93%,6%,1%,91%,8%,2%,Good
546,105358,351,Mixed,Does not apply,46.5,53.5,4.1,6.4,22.9,77.1,0.0,30.4,18.171683389074694,5.7,13.7,160.0,156,42.5,-0.38,-0.59,-0.18,3.68,61.9%,33.8%,56.9%,19.4%,10.6%,54.4%,4,93%,7%,0%,82%,18%,0%,Requires Improvement
547,105360,351,Mixed,Does not apply,46.0,54.0,2.7,14.3,8.5,91.5,0.0,37.4,22.401847575057737,4.8,10.4,158.0,151,40.7,-0.45,-0.66,-0.25,3.62,47.5%,29.1%,44.3%,16.5%,6.3%,45.6%,4,91%,9%,0%,83%,17%,0%,Good
549,105362,351,Mixed,Does not apply,51.2,48.8,1.8,13.1,21.7,78.2,0.1,42.2,26.545454545454543,8.0,21.7,170.0,157,39.8,-0.43,-0.63,-0.23,3.47,48.2%,32.9%,83.5%,18.2%,6.5%,42.4%,4,95%,5%,0%,89%,11%,0%,Inadequate
550,105364,351,Mixed,Does not apply,48.2,51.8,2.8,10.7,38.2,61.8,0.0,53.1,34.5575959933222,5.3,16.2,117.0,96,32.2,-0.94,-1.2,-0.68,3.01,43.6%,18.8%,31.6%,12.0%,5.1%,32.5%,5,89%,11%,0%,82%,18%,0%,Inadequate
552,105366,351,Mixed,Roman Catholic,51.1,48.9,2.0,7.7,11.7,88.2,0.1,16.5,8.362989323843415,4.7,10.1,210.0,207,50.4,0.18,0,0.35,4.34,69.0%,47.1%,21.0%,17.1%,14.8%,66.2%,3,95%,5%,0%,85%,15%,0%,Requires Improvement
